,Monocyte,NK,B,DC,T_cell
ext_44,0.23121403035680166,0.0807381331566073,0.22821955863312818,0.0020661164645489043,0.45776216138891396
ext_45,0.005395081188969212,0.15554127324512473,0.15251443703902456,0.42943039148848905,0.25711881703839246
ext_46,0.05753745775501697,0.1637765669186663,0.2337409817179115,0.03151555798238024,0.513429435626025
ext_47,0.10872719271385876,0.4631905568685161,0.04173532494989416,0.14865133188979202,0.2376955935779388
ext_48,0.013715525727216772,0.04407024427829744,0.14412777110986005,0.2617333708294942,0.5363530880551317
ext_49,0.08653305590626069,0.24386713416833236,0.11851157471081449,0.0501957631618221,0.5008924720527703
ext_50,0.17126973615631805,0.22967011987975114,0.012410540492529385,0.2315649542283486,0.35508464924305266
ext_51,0.33751545332357474,0.3180316569410746,0.07527798982608037,0.1995816204215218,0.06959327948774852
ext_52,0.08296289515466074,0.010768473570747835,0.7453232022987413,0.054790775702574485,0.10615465327327578
ext_53,0.3409290961082489,0.0735594705132391,0.3237528985922156,0.08503201151122569,0.17672652327507068
ext_54,0.009283541585117473,0.3447670969440254,0.03628300849066611,0.17401737836300804,0.4356489746171828
ext_55,0.05179460456095762,0.1784982428004598,0.6291599814634856,0.08437886843228509,0.05616830274281195
ext_56,0.20952133680393428,0.39714621644911546,0.023496381396515716,0.14240962756945294,0.22742643778098157
ext_57,0.03436386486930003,0.5065251330638728,0.11816737365543911,0.11723409904148274,0.2237095293699054
ext_58,0.4035902237196657,0.08775627795426466,0.03018342181360332,0.37694046290817274,0.10152961360429351
ext_59,0.04285465664020665,0.04425797984238882,0.23259545716080438,0.19604997072540398,0.4842419356311962
ext_60,0.011710555728098235,0.652352861008236,0.028623641006181498,0.07714812405042926,0.23016481820705495
ext_61,0.03735406486119643,0.515620160791028,0.03237768105582174,0.13382275967750712,0.28082533361444656
ext_62,0.19394500307207224,0.039406812668779184,0.051630591257807126,0.18127680114933004,0.5337407918520114
ext_63,0.37335346487745225,0.11737281631072886,0.15588450728125658,0.3128395385204236,0.04054967301013879
ext_64,0.0003543758424256647,0.08116385569691291,0.3977340716348027,0.4793826502805398,0.0413650465453189
ext_65,0.049899460624462995,0.00021110089750471395,0.25897353619666136,0.6453480917514396,0.04556781052993129
ext_66,0.05977232450653364,0.17495253598161722,0.04313068878214475,0.3613619320633655,0.3607825186663389
ext_67,0.39707449239069853,0.23927075731498412,0.1196571622803442,0.11133685102219565,0.1326607369917775
ext_68,0.42022257081370334,0.011615368996719505,0.21492470556018642,0.2257446890351038,0.12749266559428685
ext_69,0.13735580513143308,0.027751020772758626,0.5980351963766378,0.1187686328128063,0.11808934490636426
ext_70,0.1060989192523435,0.039420168053999546,0.305263242392912,0.5233763629500858,0.025841307350659128
ext_71,0.16346987483674114,0.5753931110332073,0.07922641480385054,0.05298600804479624,0.12892459128140493
ext_72,0.20872756476052,0.4684592592669151,0.004846440700828436,0.20113051058722933,0.11683622468450727
ext_73,0.17832585826124392,0.3404548576186761,0.2555668803117612,0.17005437841891996,0.05559802538939879
ext_74,0.09167656175962385,0.036442355265230035,0.0585239177102722,0.5996601981775354,0.21369696708733862
ext_75,0.143660851332463,0.1053988263003449,0.2038812533301053,0.4926162863212728,0.054442782715813855
ext_76,0.24133278616836149,0.1629150123391491,0.043488981032811236,0.2326754820064166,0.3195877384532616
ext_77,0.14674811362765222,0.12455117979890697,0.19320881765886264,0.35257415874684545,0.18291773016773274
ext_78,0.37373852599230967,0.3555892832412245,0.1530887207416773,0.020928408995864328,0.09665506102892404
ext_79,0.10444772758832388,0.12268147692587605,0.435401268561555,0.18857182113830512,0.14889770578594003
ext_80,0.060699307576132906,0.03321899852987071,0.10777582551051575,0.7737217414891556,0.02458412689432503
ext_81,0.7213114649554319,0.016236396496521435,0.020838674707331365,0.07325650752229895,0.16835695631841646
ext_82,0.16640133754019976,0.15673974981474662,0.39423156529799436,0.19184635171999753,0.09078099562706177
ext_83,0.33211419477449783,0.14887395216824642,0.034782875502389794,0.16771355545120362,0.3165154221036625
ext_84,0.2739035827999975,0.2987620534206066,0.0957022807422405,0.15195922698068726,0.17967285605646816
ext_85,0.23325810649611778,0.02543774303113747,0.08721854462476197,0.28983429783233616,0.3642513080156465
ext_86,0.1075917347214407,0.527773742678218,0.11504632161422872,0.186329434480603,0.06325876650550966
ext_87,0.07630283113363998,0.02139784504353975,0.1502618066798121,0.27269384482434944,0.47934367231865865
ext_88,0.4018945163137121,0.20201713519512632,0.06946905871544215,0.09143581405104886,0.2351834757246705
ext_89,0.5065608423743908,0.14006225355695445,0.047263103094331446,0.29446629687313375,0.011647504101189527
ext_90,0.20769261685260695,0.017450896098067836,0.12181230983610118,0.39977345033959893,0.2532707268736251
ext_91,0.08344432813036365,0.1969965605989475,0.07779214264629311,0.18556252933893141,0.45620443928546445
ext_92,0.122379304431134,0.1883965174864083,0.0440031225313738,0.2782253164269458,0.36699573912413813
ext_93,0.14711520881416865,0.28997914138681,0.016071651768416035,0.3589691548305653,0.18786484320004015
ext_94,0.4583360183201494,0.1119683985637266,0.06702367177545167,0.2022496858695516,0.16042222547112073
ext_95,0.07760965063035305,0.5227782085772393,0.004129877234004925,0.2894864120578287,0.10599585150057386
ext_96,0.05468570675574047,0.043207130310783,0.4733346867376156,0.34487976559526745,0.08389271060059342
ext_97,0.21365828144986213,0.5260061466804277,0.08971230413059553,0.052676731680488253,0.1179465360586266
ext_98,0.15348059242685752,0.0609116445327927,0.40226385931225933,0.031528234534020684,0.35181566919406987
ext_99,0.1359404677923971,0.09329423478936094,0.16639659316791264,0.24283237582309297,0.3615363284272365
ext_100,0.16946638193017832,0.24366041673417296,0.4045250957281192,0.06572762736388413,0.11662047824364545
ext_101,0.023025353131659574,0.020376896122597358,0.02692394271951867,0.6198088434452845,0.30986496458093993
ext_102,0.03320204908744465,0.6178191774267773,0.018083744285615086,0.11396615308145683,0.2169288761187061
ext_103,0.08502686438617653,0.47441281352765835,0.18605823591468876,0.12814375781755735,0.12635832835391897
ext_104,0.0871863288308702,0.31888174063835883,0.3708995371521665,0.05696338375480274,0.16606900962380186
ext_105,0.4239118740647169,0.0793822715163927,0.2096419538216826,0.0017847404535141975,0.28527916014369364
ext_106,0.06526070630015793,0.20236241090264545,0.0448637337327835,0.4241852603190172,0.263327888745396
ext_107,0.12418613320583395,0.27363635988639295,0.4512659696714471,0.07156262396993528,0.07934891326639083
ext_108,0.09899967270812535,0.03862227019001551,0.21877466029572173,0.04682063820329237,0.596782758602845
ext_109,0.0024273955689821844,0.2333556470994616,0.17470110258747468,0.183303306250204,0.4062125484938775
ext_110,0.5465751071033204,0.15312188599867557,0.035853412320158776,0.25715163647738476,0.007297958100460624
ext_111,0.08574264585984166,0.07280272944222427,0.20087594431410208,0.3247674498697878,0.3158112305140443
ext_112,0.09827015144148384,0.11512272515727014,0.012603835261083725,0.3694650428513662,0.404538245288796
ext_113,0.05813264986682118,0.22800973373976127,0.02500046315268625,0.537511158146658,0.15134599509407337
ext_114,0.0754853125068083,0.030226588338425005,0.6986196753740925,0.0805644044482464,0.1151040193324278
ext_115,0.3702160879973201,0.40164329784218306,0.12195350680901877,0.0588010630106497,0.047386044340828416
ext_116,0.21392824989259923,0.17961943114751786,0.14530118125614996,0.3998426677617617,0.06130846994197121
ext_117,0.08316011300175506,0.016622729080489416,0.43303501268774985,0.25197167296941797,0.21521047226058776
ext_118,0.05292855827129322,0.33402825503505673,0.00045686020028524007,0.5784765278120351,0.03410979868132985
ext_119,0.573041238795485,0.16915925250324879,0.01952606747845551,0.11107828229902908,0.12719515892378175
ext_120,0.04046249322107728,0.1261669203459804,0.5906965112032293,0.14662105577939805,0.09605301945031512
ext_121,0.4057984067980454,0.05794733818136764,0.10216122709215145,0.41129490751358255,0.02279812041485291
ext_122,0.13197230041232527,0.023300232072370763,0.49989773231983864,0.07071337998945966,0.27411635520600564
ext_123,0.18225547578518997,0.20197674266646032,0.3493097271555281,0.060664671019792525,0.20579338337302908
ext_124,0.005378107172020663,0.0017965751464314162,0.3083708877936654,0.09638022302067097,0.5880742068672116
ext_125,0.06126527629227809,0.09453724091567973,0.11164733049308972,0.18142471317531558,0.551125439123637
ext_126,0.6180838175946765,0.029944081185065075,0.06167261304625396,0.24497308121971917,0.04532640695428538
ext_127,0.19041596357357277,0.03216856967824795,0.018195854169548657,0.6015775135858746,0.15764209899275597
ext_128,0.5080717818903657,0.048248199304723724,0.07085708775131756,0.00296703425267859,0.36985589680091446
ext_129,0.23948766884903924,0.3029359345106954,0.16310289138322343,0.22190836980865503,0.07256513544838693
ext_130,0.07202870483548686,0.16071963954481094,0.6126656348205666,0.04634871813481909,0.10823730266431644
ext_131,0.2642711613877042,0.07617557196277862,0.02608446172985791,0.5199015958571326,0.11356720906252679
ext_132,0.3306684781245166,0.16310886158748972,0.29111424281541887,0.211408493510151,0.0036999239624238523
ext_133,0.4167067305446766,0.06641986783545967,0.11659697020241627,0.18216836038025097,0.21810807103719645
ext_134,0.23254851389818568,0.18247653976926945,0.044295651141067316,0.4774446731047991,0.06323462208667845
ext_135,0.41472909007899317,0.01504402501659905,0.23615330437498422,0.24940706835871213,0.08466651217071151
ext_136,0.12794592110260597,0.12251406558164613,0.05002822600096962,0.3386693526500791,0.3608424346646993
ext_137,0.17884196563614646,0.03276293160612161,0.44779232342243297,0.08041989489135284,0.260182884443946
ext_138,0.06707542386100697,0.22557429435100873,0.04207272144725252,0.08447750431974645,0.5808000560209855
ext_139,0.0017234496130347481,0.05199706207383902,0.2960000407602198,0.49244576502912674,0.15783368252377974
ext_140,0.16389297234219424,0.47406189572606344,0.20718914277060635,0.060290806422482884,0.09456518273865307
ext_141,0.08015373442098105,0.2459214538652969,0.13128955178955326,0.3979551607498553,0.14468009917431346
ext_142,0.121055160574634,0.1189721831239057,0.16892940446665874,0.041800288076515896,0.5492429637582855
ext_143,0.2323485133892936,0.5003286657050918,0.1194532648585275,0.146941599028208,0.0009279570188790218
ext_144,0.19304390449570002,0.643157909430133,0.05121228171960698,0.06347293383399279,0.04911297052056737
ext_145,0.44609684286398577,0.2195116563786522,0.06734982744195919,0.21090523867886726,0.05613643463653557
ext_146,0.4649784347824403,0.3110413637882971,0.20008866873867123,0.010522487036888028,0.0133690456537033
ext_147,0.0388261983000588,0.24977249661329456,0.35515977770750695,0.08720092536864477,0.2690406020104949
ext_148,0.017471520832186893,0.005989071519167607,0.5013186991827246,0.46654388781826495,0.008676820647655941
ext_149,0.37035007194461245,0.00066593819321952,0.5381489903430173,0.043285216032722625,0.047549783486428056
ext_150,0.09264672789070777,0.07828771900669802,0.4700033085407672,0.025343480460289627,0.33371876410153734
ext_151,0.15838493178422325,0.31212608954569876,0.2837926571125852,0.19720989991848256,0.04848642163901012
ext_152,0.3117505428567111,0.14435833882822519,0.3373970919304715,0.06361597042397474,0.14287805596061742
ext_153,0.15959190881051266,0.18874930360883338,0.2121779553363884,0.25980301993243327,0.17967781231183239
ext_154,0.4659281506419625,0.2287742372264044,0.2043791409414899,0.05897969881094533,0.0419387723791978
ext_155,0.2147137417266002,0.4372935773603707,0.057722193039874824,0.059860533318198,0.2304099545549563
ext_156,0.2813534984388178,0.0660121153000215,0.4945843782425602,0.04992654573763401,0.1081234622809666
ext_157,0.358627153866217,0.3296388775610435,0.006476131084720833,0.16858627542058874,0.13667156206742995
ext_158,0.13607301589509804,0.08750998262422253,0.38413323595411974,0.259143765064388,0.1331400004621716
ext_159,0.09705411654645561,0.043917303009515025,0.4181342895651862,0.3749167442828771,0.06597754659596615
ext_160,0.45599168595140244,0.004678715612982229,0.023772209688183492,0.3175167629819904,0.19804062576544154
ext_161,0.1246680322480498,0.1032465582483956,0.07167089163549388,0.32300778653228207,0.3774067313357787
ext_162,0.0020163621654988965,0.20645785698570787,0.175640644349103,0.2194381189588744,0.39644701754081585
ext_163,0.2600606007031815,0.09445665705246574,0.2647735723665686,0.3666764741396048,0.014032695738179484
ext_164,0.005245621143289432,0.07094372911521428,0.4830839173472062,0.1868212927384241,0.25390543965586587
ext_165,0.19925018454849197,0.31087672740969463,0.3401064305024027,0.04685718766440665,0.10290946987500417
ext_166,0.130637709135643,0.1632811261893578,0.47482590745505443,0.10925568400347052,0.12199957321647427
ext_167,0.5099437645036726,0.09436259959068491,0.3257567248674353,0.02011600107206895,0.049820909966138034
ext_168,0.008828821524477067,0.08923587310124775,0.3314995964586875,0.02650182804704603,0.5439338808685416
ext_169,0.5516422066641374,0.09305213584667942,0.13926614035182655,0.1008190489772245,0.11522046816013203
ext_170,0.2532911969647867,0.21217135963076103,0.025927917728630293,0.12139636194594429,0.38721316372987785
ext_171,0.11481021083175252,0.5001223624974819,0.06869409671486298,0.25071805007883435,0.06565527987706837
ext_172,0.04298866012328152,0.2774268274210623,0.1259910537134015,0.1496509988918945,0.4039424598503602
ext_173,0.15735888245943758,0.062272479376655546,0.2048231402649932,0.5612691023454879,0.014276395553425804
ext_174,0.366954920788569,0.16197639748451356,0.1441745598925804,0.2658917179066589,0.06100240392767795
ext_175,0.15335965732299076,0.12507574138880456,0.03801627987491952,0.5964721202938084,0.08707620111947677
ext_176,0.11681260386896815,0.5462244375995552,0.04217791366925523,0.11298862799077143,0.18179641687144982
ext_177,0.036659379230664646,0.3577630884880839,0.06926116433440567,0.5299027057819887,0.006413662164857162
ext_178,0.1474033715494819,0.42956694943348306,0.09078353994434735,0.21532874901355156,0.1169173900591362
ext_179,0.0025568637807108336,0.35836029557141674,0.06656368621567982,0.36587348302521305,0.20664567140697956
ext_180,0.19858000975606732,0.00853910187981822,0.017630227423810322,0.1450828874415292,0.630167773498775
ext_181,0.009077123988217027,0.021984722595556613,0.7420516569514004,0.1577047562342408,0.06918174023058518
ext_182,0.117099088295919,0.36247544849911806,0.17793299365819798,0.1534429385054827,0.1890495310412823
ext_183,0.21846453317492912,0.2990453914868734,0.2374076629882934,0.039190258529771246,0.20589215382013268
ext_184,0.2938355216553851,0.013604072503830089,0.5164456626264095,0.1073893779009275,0.06872536531344779
ext_185,0.2663994405807153,0.031887881627887256,0.2649226117323873,0.04671179414009306,0.39007827191891703
ext_186,0.16202794149989022,0.36201017237620753,0.0992219372494213,0.3041947239537993,0.07254522492068174
ext_187,0.42713225008091754,0.036057444444863036,0.11817404286713776,0.19336573817330863,0.22527052443377305
ext_188,0.32632788237186416,0.05536895662116805,0.26994442102968635,0.1586659191889495,0.1896928207883318
ext_189,0.5352972296550248,0.023904484675617958,0.3755657250463868,0.034979505836504,0.030253054786466622
ext_190,0.09053978841430196,0.29826536246131874,0.14035331888643618,0.39281054105526325,0.07803098918268012
ext_191,0.06561532941947623,0.06299786070714525,0.16972354757306424,0.6665661001818575,0.03509716211845688
ext_192,0.30124943926393566,0.020079172868264297,0.16761063227264386,0.2242949468233076,0.28676580877184854
ext_193,0.09955417693468985,0.26608926081147316,0.06572835025507216,0.5643245799276785,0.0043036320710862445
ext_194,0.004415287892752779,0.02229846460947823,0.582697436382391,0.10775652163783093,0.282832289477547
ext_195,0.571760540983378,0.10565270766059161,0.04527858926048751,0.25007742073309414,0.02723074136244877
ext_196,0.07926802050074803,0.013345410804488195,0.13457474453533272,0.5845069701100919,0.18830485404933914
ext_197,0.17829557994629722,0.12599240115845217,0.10013737095742092,0.07410868045523432,0.5214659674825953
ext_198,0.022822874370128955,0.10846445316447816,0.5691388013463932,0.12765061537170638,0.17192325574729325
ext_199,0.059729413239826494,0.3738445055149802,0.2598355975013233,0.1275482918299433,0.17904219191392667
